team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_players1,team2_players2,team2_players3,team2_players4,team2_players5,team2_players6,team2_players7,team2_players8,team2_players9,team2_players10,team2_players11,match_id
Chirag Suri,Waseem Muhammad,Kashif Daud,V Aravind,Zawar Farid,Basil Hameed,CP Rizwan,Aayan Afzal Khan,KP Meiyappan,Junaid Siddique,Zahoor Khan,Vikramjit Singh,MP O'Dowd,BFW de Leede,CN Ackermann,TLW Cooper,SA Edwards,RE van der Merwe,TJG Pringle,LV van Beek,FJ Klaassen,PA van Meekeren,1298136
HG Munsey,MA Jones,MH Cross,RD Berrington,CS MacLeod,MA Leask,CN Greaves,MRJ Watt,JH Davey,SM Sharif,BTJ Wheal,KR Mayers,E Lewis,BA King,N Pooran,SSJ Brooks,R Powell,JO Holder,AJ Hosein,AS Joseph,OF Smith,OC McCoy,1298137
RW Chakabva,CR Ervine,W Madhevere,SC Williams,Sikandar Raza,M Shumba,RP Burl,LM Jongwe,TL Chatara,R Ngarava,B Muzarabani,PR Stirling,A Balbirnie,L Tucker,HT Tector,C Campher,GH Dockrell,GJ Delany,MR Adair,Simi Singh,BJ McCarthy,J Little,1298138
M van Lingen,D la Cock,SJ Baard,JN Loftie-Eaton,JN Frylinck,MG Erasmus,D Wiese,JJ Smit,ZE Green,BM Scholtz,B Shikongo,MP O'Dowd,Vikramjit Singh,BFW de Leede,TLW Cooper,CN Ackermann,SA Edwards,TJG Pringle,RE van der Merwe,T van der Gugten,FJ Klaassen,PA van Meekeren,1298139
P Nissanka,BKG Mendis,DM de Silva,PBB Rajapaksa,KIC Asalanka,MD Shanaka,PWH de Silva,C Karunaratne,PM Liyanagamage,PVD Chameera,M Theekshana,Waseem Muhammad,Chirag Suri,Aryan Lakra,CP Rizwan,V Aravind,Basil Hameed,Aayan Afzal Khan,Kashif Daud,KP Meiyappan,Junaid Siddique,Zahoor Khan,1298140
HG Munsey,MA Jones,MH Cross,RD Berrington,MA Leask,CS MacLeod,CN Greaves,MRJ Watt,JH Davey,SM Sharif,BTJ Wheal,PR Stirling,A Balbirnie,L Tucker,HT Tector,C Campher,GH Dockrell,GJ Delany,MR Adair,Simi Singh,BJ McCarthy,J Little,1298141
KR Mayers,J Charles,E Lewis,N Pooran,R Powell,SSJ Brooks,JO Holder,AJ Hosein,OF Smith,AS Joseph,OC McCoy,W Madhevere,RW Chakabva,T Munyonga,SC Williams,Sikandar Raza,M Shumba,RP Burl,LM Jongwe,R Ngarava,TL Chatara,B Muzarabani,1298142
P Nissanka,BKG Mendis,DM de Silva,KIC Asalanka,PBB Rajapaksa,MD Shanaka,PWH de Silva,C Karunaratne,M Theekshana,CBRLS Kumara,B Fernando,MP O'Dowd,Vikramjit Singh,BFW de Leede,CN Ackermann,TLW Cooper,SA Edwards,TJG Pringle,T van der Gugten,FJ Klaassen,PA van Meekeren,RE van der Merwe,1298143
Waseem Muhammad,V Aravind,CP Rizwan,A Sharafu,Basil Hameed,Aayan Afzal Khan,Fahad Nawaz,KP Meiyappan,Ahmed Raza,Junaid Siddique,Zahoor Khan,M van Lingen,SJ Baard,JN Loftie-Eaton,MG Erasmus,JN Frylinck,JJ Smit,D Wiese,ZE Green,R Trumpelmann,BM Scholtz,B Shikongo,1298144
KR Mayers,J Charles,E Lewis,BA King,N Pooran,R Powell,OF Smith,JO Holder,AJ Hosein,AS Joseph,OC McCoy,PR Stirling,A Balbirnie,L Tucker,HT Tector,C Campher,GH Dockrell,GJ Delany,MR Adair,Simi Singh,BJ McCarthy,J Little,1298145
HG Munsey,MA Jones,MH Cross,RD Berrington,CS MacLeod,MA Leask,CN Greaves,JH Davey,MRJ Watt,SM Sharif,BTJ Wheal,RW Chakabva,CR Ervine,W Madhevere,SC Williams,Sikandar Raza,M Shumba,RP Burl,LM Jongwe,R Ngarava,TL Chatara,B Muzarabani,1298146
FH Allen,DP Conway,KS Williamson,GD Phillips,JDS Neesham,MS Chapman,MJ Santner,IS Sodhi,TG Southee,LH Ferguson,TA Boult,DA Warner,AJ Finch,MR Marsh,GJ Maxwell,MP Stoinis,TH David,MS Wade,PJ Cummins,MA Starc,A Zampa,JR Hazlewood,1298147
Hazratullah,Rahmanullah Gurbaz,Ibrahim Zadran,Usman Ghani,Najibullah Zadran,Mohammad Nabi,Azmatullah Omarzai,Rashid Khan,Mujeeb Ur Rahman,Fareed Ahmad,Fazalhaq Farooqi,JC Buttler,AD Hales,DJ Malan,BA Stokes,LS Livingstone,HC Brook,MM Ali,CR Woakes,SM Curran,AU Rashid,MA Wood,1298148
PR Stirling,A Balbirnie,L Tucker,HT Tector,C Campher,GH Dockrell,GJ Delany,MR Adair,Simi Singh,BJ McCarthy,J Little,BKG Mendis,DM de Silva,KIC Asalanka,KNA Bandara,PBB Rajapaksa,MD Shanaka,PWH de Silva,C Karunaratne,M Theekshana,CBRLS Kumara,B Fernando,1298149
Mohammad Rizwan,Babar Azam,Shan Masood,Iftikhar Ahmed,Shadab Khan,Haider Ali,Mohammad Nawaz,Asif Ali,Shaheen Shah Afridi,Haris Rauf,Naseem Shah,KL Rahul,RG Sharma,V Kohli,SA Yadav,AR Patel,HH Pandya,KD Karthik,R Ashwin,Mohammed Shami,B Kumar,Arshdeep Singh,1298150
Nazmul Hossain Shanto,Soumya Sarkar,Liton Das,Shakib Al Hasan,Afif Hossain,Yasir Ali Chowdhury,Nurul Hasan,Mosaddek Hossain,Taskin Ahmed,Hasan Mahmud,Mustafizur Rahman,Vikramjit Singh,MP O'Dowd,BFW de Leede,CN Ackermann,TLW Cooper,SA Edwards,TJG Pringle,LV van Beek,Shariz Ahmad,FJ Klaassen,PA van Meekeren,1298151
P Nissanka,BKG Mendis,DM de Silva,KIC Asalanka,PBB Rajapaksa,MD Shanaka,PWH de Silva,C Karunaratne,M Theekshana,CBRLS Kumara,B Fernando,DA Warner,AJ Finch,MR Marsh,GJ Maxwell,MP Stoinis,TH David,MS Wade,AC Agar,MA Starc,PJ Cummins,JR Hazlewood,1298153
PR Stirling,A Balbirnie,L Tucker,HT Tector,C Campher,GH Dockrell,GJ Delany,MR Adair,BJ McCarthy,F Hand,J Little,JC Buttler,AD Hales,DJ Malan,BA Stokes,HC Brook,MM Ali,LS Livingstone,SM Curran,CR Woakes,MA Wood,AU Rashid,1298154
T Bavuma,Q de Kock,RR Rossouw,T Stubbs,AK Markram,DA Miller,WD Parnell,KA Maharaj,K Rabada,A Nortje,T Shamsi,Nazmul Hossain Shanto,Soumya Sarkar,Liton Das,Shakib Al Hasan,Afif Hossain,Mehedi Hasan Miraz,Mosaddek Hossain,Nurul Hasan,Taskin Ahmed,Hasan Mahmud,Mustafizur Rahman,1298156
KL Rahul,RG Sharma,V Kohli,SA Yadav,AR Patel,HH Pandya,KD Karthik,R Ashwin,Mohammed Shami,B Kumar,Arshdeep Singh,Vikramjit Singh,MP O'Dowd,BFW de Leede,CN Ackermann,TLW Cooper,SA Edwards,TJG Pringle,LV van Beek,Shariz Ahmad,FJ Klaassen,PA van Meekeren,1298157
W Madhevere,CR Ervine,M Shumba,SC Williams,Sikandar Raza,RW Chakabva,RP Burl,LM Jongwe,B Evans,R Ngarava,B Muzarabani,Mohammad Rizwan,Babar Azam,Shan Masood,Iftikhar Ahmed,Shadab Khan,Haider Ali,Mohammad Nawaz,Mohammad Wasim,Shaheen Shah Afridi,Haris Rauf,Naseem Shah,1298158
FH Allen,DP Conway,KS Williamson,GD Phillips,DJ Mitchell,JDS Neesham,MJ Santner,IS Sodhi,TG Southee,LH Ferguson,TA Boult,P Nissanka,BKG Mendis,DM de Silva,KIC Asalanka,PBB Rajapaksa,C Karunaratne,MD Shanaka,PWH de Silva,M Theekshana,CAK Rajitha,CBRLS Kumara,1298161
Nazmul Hossain Shanto,Soumya Sarkar,Liton Das,Shakib Al Hasan,Afif Hossain,Mosaddek Hossain,Nurul Hasan,Yasir Ali Chowdhury,Taskin Ahmed,Hasan Mahmud,Mustafizur Rahman,W Madhevere,CR Ervine,M Shumba,SC Williams,Sikandar Raza,RW Chakabva,RP Burl,B Evans,R Ngarava,B Muzarabani,TL Chatara,1298162
KL Rahul,RG Sharma,V Kohli,SA Yadav,DJ Hooda,HH Pandya,KD Karthik,R Ashwin,B Kumar,Mohammed Shami,Arshdeep Singh,Q de Kock,T Bavuma,RR Rossouw,AK Markram,DA Miller,T Stubbs,WD Parnell,KA Maharaj,K Rabada,A Nortje,L Ngidi,1298164
DA Warner,AJ Finch,MR Marsh,GJ Maxwell,MP Stoinis,TH David,MS Wade,MA Starc,PJ Cummins,A Zampa,JR Hazlewood,PR Stirling,A Balbirnie,L Tucker,HT Tector,C Campher,GH Dockrell,GJ Delany,MR Adair,F Hand,BJ McCarthy,J Little,1298165
Rahmanullah Gurbaz,Usman Ghani,Ibrahim Zadran,Najibullah Zadran,Gulbadin Naib,Mohammad Nabi,Rashid Khan,Azmatullah Omarzai,Mujeeb Ur Rahman,Fareed Ahmad,Fazalhaq Farooqi,P Nissanka,BKG Mendis,DM de Silva,KIC Asalanka,PBB Rajapaksa,MD Shanaka,PWH de Silva,PM Liyanagamage,M Theekshana,CAK Rajitha,CBRLS Kumara,1298166
JC Buttler,AD Hales,MM Ali,LS Livingstone,HC Brook,BA Stokes,SM Curran,DJ Malan,CR Woakes,MA Wood,AU Rashid,FH Allen,DP Conway,KS Williamson,GD Phillips,JDS Neesham,DJ Mitchell,MJ Santner,IS Sodhi,TG Southee,LH Ferguson,TA Boult,1298167
W Madhevere,CR Ervine,RW Chakabva,SC Williams,Sikandar Raza,M Shumba,RP Burl,LM Jongwe,R Ngarava,TL Chatara,B Muzarabani,SJ Myburgh,MP O'Dowd,TLW Cooper,CN Ackermann,BFW de Leede,SA Edwards,RE van der Merwe,LV van Beek,FJ Klaassen,PA van Meekeren,BD Glover,1298168
KL Rahul,RG Sharma,V Kohli,SA Yadav,HH Pandya,KD Karthik,AR Patel,R Ashwin,B Kumar,Mohammed Shami,Arshdeep Singh,Nazmul Hossain Shanto,Liton Das,Shakib Al Hasan,Afif Hossain,Yasir Ali Chowdhury,Nurul Hasan,Mosaddek Hossain,Taskin Ahmed,Hasan Mahmud,Shoriful Islam,Mustafizur Rahman,1298169
Mohammad Rizwan,Babar Azam,Mohammad Haris,Shan Masood,Iftikhar Ahmed,Mohammad Nawaz,Shadab Khan,Mohammad Wasim,Naseem Shah,Haris Rauf,Shaheen Shah Afridi,T Bavuma,Q de Kock,RR Rossouw,AK Markram,H Klaasen,T Stubbs,WD Parnell,K Rabada,A Nortje,L Ngidi,T Shamsi,1298170
FH Allen,DP Conway,KS Williamson,GD Phillips,DJ Mitchell,JDS Neesham,MJ Santner,TG Southee,IS Sodhi,LH Ferguson,TA Boult,PR Stirling,A Balbirnie,L Tucker,HT Tector,GJ Delany,GH Dockrell,C Campher,F Hand,MR Adair,BJ McCarthy,J Little,1298171
DA Warner,C Green,MR Marsh,SPD Smith,MP Stoinis,GJ Maxwell,MS Wade,PJ Cummins,KW Richardson,A Zampa,JR Hazlewood,Rahmanullah Gurbaz,Usman Ghani,Ibrahim Zadran,Gulbadin Naib,Mohammad Nabi,Najibullah Zadran,Darwish Rasooli,Rashid Khan,Naveen-ul-Haq,Mujeeb Ur Rahman,Fazalhaq Farooqi,1298172
P Nissanka,BKG Mendis,DM de Silva,KIC Asalanka,PBB Rajapaksa,MD Shanaka,PWH de Silva,C Karunaratne,M Theekshana,CAK Rajitha,CBRLS Kumara,JC Buttler,AD Hales,BA Stokes,HC Brook,LS Livingstone,MM Ali,SM Curran,CR Woakes,DJ Malan,MA Wood,AU Rashid,1298173
SJ Myburgh,MP O'Dowd,TLW Cooper,CN Ackermann,BFW de Leede,SA Edwards,RE van der Merwe,LV van Beek,FJ Klaassen,PA van Meekeren,BD Glover,Q de Kock,T Bavuma,RR Rossouw,AK Markram,DA Miller,H Klaasen,WD Parnell,KA Maharaj,K Rabada,A Nortje,L Ngidi,1298174
Nazmul Hossain Shanto,Liton Das,Soumya Sarkar,Shakib Al Hasan,Afif Hossain,Mosaddek Hossain,Nurul Hasan,Taskin Ahmed,Nasum Ahmed,Mustafizur Rahman,Ebadat Hossain,Mohammad Rizwan,Babar Azam,Mohammad Nawaz,Mohammad Haris,Shan Masood,Iftikhar Ahmed,Shadab Khan,Mohammad Wasim,Naseem Shah,Haris Rauf,Shaheen Shah Afridi,1298175
KL Rahul,RG Sharma,V Kohli,SA Yadav,RR Pant,HH Pandya,AR Patel,R Ashwin,B Kumar,Mohammed Shami,Arshdeep Singh,W Madhevere,CR Ervine,RW Chakabva,SC Williams,Sikandar Raza,T Munyonga,RP Burl,WP Masakadza,R Ngarava,TL Chatara,B Muzarabani,1298176
FH Allen,DP Conway,KS Williamson,GD Phillips,DJ Mitchell,JDS Neesham,MJ Santner,TG Southee,IS Sodhi,LH Ferguson,TA Boult,Mohammad Rizwan,Babar Azam,Mohammad Haris,Shan Masood,Iftikhar Ahmed,Mohammad Nawaz,Shadab Khan,Mohammad Wasim,Naseem Shah,Haris Rauf,Shaheen Shah Afridi,1298177
KL Rahul,RG Sharma,V Kohli,SA Yadav,HH Pandya,RR Pant,R Ashwin,AR Patel,B Kumar,Mohammed Shami,Arshdeep Singh,JC Buttler,AD Hales,PD Salt,BA Stokes,HC Brook,LS Livingstone,MM Ali,SM Curran,CR Woakes,CJ Jordan,AU Rashid,1298178
Mohammad Rizwan,Babar Azam,Mohammad Haris,Shan Masood,Iftikhar Ahmed,Shadab Khan,Mohammad Nawaz,Mohammad Wasim,Shaheen Shah Afridi,Haris Rauf,Naseem Shah,JC Buttler,AD Hales,PD Salt,BA Stokes,HC Brook,MM Ali,LS Livingstone,SM Curran,CR Woakes,CJ Jordan,AU Rashid,1298179
K Bhurtel,Aasif Sheikh,G Malla,DS Airee,Aarif Sheikh,Lokesh Bam,B Yadav,KS Airee,S Lamichhane,A Bohara,JK Mukhiya,Jatinder Singh,KH Prajapati,Ayan Khan,Khawar Ali,Zeeshan Maqsood,Aamir Kaleem,Shoaib Khan,Naseem Khushi,Fayyaz Butt,Kaleemullah,Bilal Khan,1299566
R Pathan,M Spoors,NS Dhaliwal,Saad Bin Zafar,Ravinderpal Singh,H Thaker,J Matharu,Hamza Tariq,Junaid Siddiqui,D Heyliger,Kaleem Sana,R Goodwin,Kapil Kumar,J Hill,DC Smith,HER Tyler,Vimal Kumar,M Podosky,Huzaifa Mohammed,G Chohan,J Alegra,GR Russ,1299567
Waseem Muhammad,Chirag Suri,V Aravind,Rohan Mustafa,Basil Hameed,Zawar Farid,Kashif Daud,Zahoor Khan,Ahmed Raza,KP Meiyappan,Junaid Siddique,PR Stirling,A Balbirnie,GJ Delany,L Tucker,Simi Singh,GH Dockrell,SC Getkate,AR McBrine,MR Adair,CA Young,J Little,1299568
J Broad,VB Chikkannaiah,MJ Richardson,DA Blignaut,Faisal Mubashir,V Ganesan,Fayaz Khan,D Klein,Muslim Yar,Ghulam Ahmadi,SVE Bharathi,Muhammad Younis,Sarfaraz Ali,Umer Imtiaz,Junaid Aziz,DK Mathias,Haider Butt,S Veerapathiran,Imran Anwar,Waseeq Ahmed,Muhammad Safdar,Shahid Mahmood,1299569
R Pathan,M Spoors,NS Dhaliwal,Ravinderpal Singh,Saad Bin Zafar,Hamza Tariq,H Thaker,D Heyliger,Junaid Siddiqui,J Matharu,Kaleem Sana,KH Prajapati,Jatinder Singh,Zeeshan Maqsood,Khawar Ali,Khurram Nawaz,Aamir Kaleem,Sandeep Goud,Naseem Khushi,Fayyaz Butt,Kaleemullah,Bilal Khan,1299570
K Bhurtel,Aasif Sheikh,Kushal Malla,DS Airee,Lokesh Bam,Aarif Sheikh,A Bohara,JK Mukhiya,G Malla,S Lamichhane,Gulsan Jha,DC Smith,Kapil Kumar,J Hill,HER Tyler,R Goodwin,J Alegra,M Podosky,GR Russ,Muzammil Shahzad,G Chohan,Huzaifa Mohammed,1299571
Chirag Suri,Waseem Muhammad,Basil Hameed,V Aravind,Kashif Daud,Zawar Farid,Mohammad Boota,Zahoor Khan,Ahmed Raza,Rohan Mustafa,Junaid Siddique,J Broad,VB Chikkannaiah,MJ Richardson,DA Blignaut,Faisal Mubashir,D Klein,Fayaz Khan,Talha Khan,Muslim Yar,V Ganesan,Ghulam Ahmadi,1299572
PR Stirling,A Balbirnie,GJ Delany,HT Tector,L Tucker,GH Dockrell,MR Adair,Simi Singh,J Little,AR McBrine,CA Young,Muhammad Younis,Sarfaraz Ali,Umer Imtiaz,DK Mathias,Haider Butt,S Veerapathiran,Muhammad Safdar,Junaid Aziz,Imran Anwar,Waseeq Ahmed,Shahid Mahmood,1299573
J Broad,Talha Khan,MJ Richardson,Faisal Mubashir,DA Blignaut,Shoaib Khan,D Klein,Fayaz Khan,V Ganesan,Ghulam Ahmadi,Muslim Yar,PR Stirling,A Balbirnie,GJ Delany,HT Tector,L Tucker,GH Dockrell,Simi Singh,AR McBrine,MR Adair,CA Young,J Little,1299574
Muhammad Younis,Sarfaraz Ali,Umer Imtiaz,DK Mathias,S Veerapathiran,Haider Butt,Junaid Aziz,Imran Anwar,Waseeq Ahmed,Sikder Billah,Shahid Mahmood,Chirag Suri,Waseem Muhammad,V Aravind,Rohan Mustafa,Kashif Daud,Basil Hameed,Zawar Farid,Muhammad Usman,KP Meiyappan,Junaid Siddique,Ahmed Raza,1299575
R Pathan,M Spoors,NS Dhaliwal,Ravinderpal Singh,Saad Bin Zafar,Hamza Tariq,H Thaker,Kaleem Sana,Junaid Siddiqui,D Heyliger,Salman Nazar,K Bhurtel,Aasif Sheikh,Kushal Malla,DS Airee,Aarif Sheikh,Lokesh Bam,G Malla,KS Airee,S Lamichhane,A Bohara,JK Mukhiya,1299576
DC Smith,Vimal Kumar,MP Biddappa,J Alegra,H Isorena,Muzammil Shahzad,G Chohan,HER Tyler,M Podosky,R Goodwin,Huzaifa Mohammed,KH Prajapati,Jatinder Singh,Khurram Nawaz,Zeeshan Maqsood,Aamir Kaleem,Khawar Ali,Naseem Khushi,Sandeep Goud,Fayyaz Butt,Kaleemullah,Bilal Khan,1299577
J Broad,VB Chikkannaiah,MJ Richardson,Faisal Mubashir,DA Blignaut,V Ganesan,D Klein,Fayaz Khan,Shoaib Khan,Ghulam Ahmadi,Muslim Yar,R Pathan,M Spoors,NS Dhaliwal,D Heyliger,Ravinderpal Singh,Hamza Tariq,RR Joshi,S Movva,Salman Nazar,Saad Bin Zafar,Kaleem Sana,1299578
Sarfaraz Ali,Umer Imtiaz,P Kurup,Shahbaz Badar,Sikder Billah,Imran Anwar,S Veerapathiran,Waseeq Ahmed,G Axtell,Junaid Aziz,Haider Butt,DC Smith,HER Tyler,MP Biddappa,J Alegra,Muzammil Shahzad,M Podosky,GR Russ,G Chohan,J Hill,Huzaifa Mohammed,R Goodwin,1299579
Waseem Muhammad,Chirag Suri,V Aravind,Muhammad Usman,Basil Hameed,Kashif Daud,Zawar Farid,Rohan Mustafa,Ahmed Raza,Zahoor Khan,Junaid Siddique,K Bhurtel,Aasif Sheikh,Lokesh Bam,DS Airee,Aarif Sheikh,G Malla,S Lamichhane,B Yadav,KS Airee,JK Mukhiya,A Bohara,1299580
PR Stirling,A Balbirnie,GJ Delany,HT Tector,L Tucker,GH Dockrell,AR McBrine,Simi Singh,MR Adair,CA Young,J Little,Jatinder Singh,KH Prajapati,Shoaib Khan,Zeeshan Maqsood,Khurram Nawaz,Khawar Ali,Naseem Khushi,Aamir Kaleem,Fayyaz Butt,Kaleemullah,Bilal Khan,1299581
Muhammad Younis,Sarfaraz Ali,Shahbaz Badar,DK Mathias,Haider Butt,Sikder Billah,S Veerapathiran,Imran Anwar,Junaid Aziz,G Axtell,Waseeq Ahmed,R Pathan,M Spoors,S Movva,NS Dhaliwal,Hamza Tariq,H Thaker,RR Joshi,Salman Nazar,Saad Bin Zafar,D Heyliger,Kaleem Sana,1299582
DC Smith,HER Tyler,MP Biddappa,S Mohan,J Alegra,J Hill,Huzaifa Mohammed,M Podosky,R Goodwin,GR Russ,G Chohan,J Broad,Talha Khan,MJ Richardson,DA Blignaut,SVE Bharathi,Faisal Mubashir,Fayaz Khan,Muslim Yar,Ghulam Ahmadi,D Klein,Shoaib Khan,1299583
KH Prajapati,Jatinder Singh,Shoaib Khan,Zeeshan Maqsood,Mohammad Nadeem,Ayan Khan,Sandeep Goud,Naseem Khushi,Nestor Dhamba,Kaleemullah,Bilal Khan,K Bhurtel,Aasif Sheikh,Aarif Sheikh,Lokesh Bam,S Lamichhane,S Dhakal,DS Airee,G Malla,A Bohara,KS Airee,B Yadav,1299584
PR Stirling,A Balbirnie,GJ Delany,HT Tector,L Tucker,AR McBrine,Simi Singh,SC Getkate,MR Adair,BJ McCarthy,J Little,Waseem Muhammad,Chirag Suri,V Aravind,Rohan Mustafa,Basil Hameed,Zawar Farid,Kashif Daud,Zahoor Khan,Ahmed Raza,KP Meiyappan,Junaid Siddique,1299585
Chirag Suri,Waseem Muhammad,V Aravind,Rohan Mustafa,Basil Hameed,Kashif Daud,Mohammad Boota,KP Meiyappan,Zahoor Khan,Ahmed Raza,Junaid Siddique,PR Stirling,A Balbirnie,GJ Delany,C Campher,SC Getkate,L Tucker,GH Dockrell,MR Adair,Simi Singh,J Little,CA Young,1299592
KH Prajapati,Jatinder Singh,Shoaib Khan,Ayan Khan,Zeeshan Maqsood,Mohammad Nadeem,Naseem Khushi,Khurram Nawaz,Bilal Khan,Khawar Ali,Kaleemullah,PS Airee,Aasif Sheikh,G Malla,DS Airee,Aarif Sheikh,S Vesawkar,A Bohara,B Yadav,S Dhakal,KS Airee,S Lamichhane,1299593
KH Prajapati,Jatinder Singh,Shoaib Khan,Ayan Khan,Zeeshan Maqsood,Khawar Ali,Khurram Nawaz,Naseem Khushi,Fayyaz Butt,Kaleemullah,Bilal Khan,PR Stirling,A Balbirnie,GJ Delany,C Campher,MR Adair,GH Dockrell,SC Getkate,J Little,CA Young,L Tucker,Simi Singh,1299594
Chirag Suri,Waseem Muhammad,Rohan Mustafa,Basil Hameed,Muhammad Usman,V Aravind,Kashif Daud,Ahmed Raza,Junaid Siddique,KP Meiyappan,Akif Raja,Jatinder Singh,KH Prajapati,Shoaib Khan,Ayan Khan,Sandeep Goud,Khawar Ali,Aamir Kaleem,Naseem Khushi,Fayyaz Butt,Kaleemullah,Bilal Khan,1299595
PR Stirling,A Balbirnie,GJ Delany,C Campher,SC Getkate,L Tucker,Simi Singh,GH Dockrell,MR Adair,AR McBrine,BJ McCarthy,K Bhurtel,Aasif Sheikh,Lokesh Bam,DS Airee,G Malla,S Vesawkar,Kushal Malla,KS Airee,S Lamichhane,A Bohara,JK Mukhiya,1299596
Waseem Muhammad,Chirag Suri,Rohan Mustafa,Basil Hameed,Mohammad Boota,Muhammad Usman,Ahmed Raza,Kashif Daud,Zahoor Khan,V Aravind,Junaid Siddique,G Malla,Aasif Sheikh,DS Airee,Aarif Sheikh,Lokesh Bam,S Vesawkar,JK Mukhiya,B Yadav,Shahab Alam,KS Airee,S Lamichhane,1299638
Munim Shahriar,Mohammad Naim,Liton Das,Shakib Al Hasan,Mahmudullah,Afif Hossain,Yasir Ali Chowdhury,Mahedi Hasan,Nasum Ahmed,Shoriful Islam,Mustafizur Rahman,Hazratullah,Rahmanullah Gurbaz,Darwish Rasooli,Najibullah Zadran,Karim Janat,Mohammad Nabi,Azmatullah Omarzai,Rashid Khan,Qais Ahmad,Mujeeb Ur Rahman,Fazalhaq Farooqi,1299832
Munim Shahriar,Mohammad Naim,Liton Das,Shakib Al Hasan,Mushfiqur Rahim,Mahmudullah,Afif Hossain,Mahedi Hasan,Nasum Ahmed,Shoriful Islam,Mustafizur Rahman,Hazratullah,Rahmanullah Gurbaz,Usman Ghani,Darwish Rasooli,Najibullah Zadran,Karim Janat,Mohammad Nabi,Sharafuddin Ashraf,Azmatullah Omarzai,Rashid Khan,Fazalhaq Farooqi,1299833
A Bosch,L Goodall,S Luus,L Wolvaardt,M du Preez,CL Tryon,D Tucker,S Jafta,S Ismail,M Klaas,A Khaka,SIR Dunkley,DN Wyatt,BF Smith,NR Sciver,HC Knight,AE Jones,ME Bouchier,S Ecclestone,KH Brunt,IECM Wong,S Glenn,1301331
A Bosch,L Goodall,L Wolvaardt,CL Tryon,S Luus,M du Preez,D Tucker,S Jafta,S Ismail,M Klaas,A Khaka,SIR Dunkley,DN Wyatt,BF Smith,NR Sciver,AE Jones,ME Bouchier,A Capsey,KH Brunt,S Ecclestone,S Glenn,FR Davies,1301332
SIR Dunkley,DN Wyatt,A Capsey,NR Sciver,AE Jones,ME Bouchier,KH Brunt,S Ecclestone,FG Kemp,S Glenn,IECM Wong,A Bosch,L Goodall,T Brits,L Wolvaardt,M du Preez,CL Tryon,D Tucker,S Jafta,M Klaas,A Khaka,N Mlaba,1301333
S Mandhana,Shafali Verma,D Hemalatha,H Kaur,RM Ghosh,KP Navgire,DB Sharma,P Vastrakar,S Rana,RP Yadav,Renuka Singh,SIR Dunkley,DN Wyatt,A Capsey,AE Jones,ME Bouchier,BF Smith,S Ecclestone,FG Kemp,S Glenn,FR Davies,LK Bell,1301334
SIR Dunkley,DN Wyatt,A Capsey,BF Smith,AE Jones,ME Bouchier,FG Kemp,S Ecclestone,S Glenn,FR Davies,LK Bell,Shafali Verma,S Mandhana,D Hemalatha,H Kaur,RM Ghosh,KP Navgire,P Vastrakar,S Rana,DB Sharma,RP Yadav,Renuka Singh,1301335
Shafali Verma,S Mandhana,S Meghana,H Kaur,D Hemalatha,DB Sharma,S Rana,RM Ghosh,P Vastrakar,RP Yadav,Renuka Singh,SIR Dunkley,DN Wyatt,A Capsey,AE Jones,BF Smith,ME Bouchier,S Ecclestone,FG Kemp,IECM Wong,S Glenn,FR Davies,1301336
PR Stirling,A Balbirnie,GJ Delany,HT Tector,L Tucker,GH Dockrell,MR Adair,AR McBrine,CA Young,J Little,C Olphert,DJ Hooda,Ishan Kishan,SA Yadav,HH Pandya,KD Karthik,RD Gaikwad,AR Patel,B Kumar,Avesh Khan,YS Chahal,Umran Malik,1303307
SV Samson,Ishan Kishan,DJ Hooda,SA Yadav,HH Pandya,KD Karthik,AR Patel,HV Patel,B Kumar,Ravi Bishnoi,Umran Malik,PR Stirling,A Balbirnie,GJ Delany,HT Tector,L Tucker,GH Dockrell,MR Adair,AR McBrine,CA Young,J Little,C Olphert,1303308
MJ Guptill,FH Allen,D Cleaver,GD Phillips,DJ Mitchell,JDS Neesham,MG Bracewell,MJ Santner,IS Sodhi,LH Ferguson,JA Duffy,PR Stirling,A Balbirnie,GJ Delany,HT Tector,C Campher,L Tucker,GH Dockrell,MR Adair,BJ McCarthy,CA Young,J Little,1303312
MJ Guptill,FH Allen,D Cleaver,GD Phillips,DJ Mitchell,JDS Neesham,MG Bracewell,MJ Santner,IS Sodhi,LH Ferguson,JA Duffy,PR Stirling,A Balbirnie,GJ Delany,HT Tector,C Campher,L Tucker,GH Dockrell,MR Adair,BJ McCarthy,CA Young,J Little,1303313
PR Stirling,A Balbirnie,L Tucker,HT Tector,GJ Delany,GH Dockrell,C Campher,MR Adair,BJ McCarthy,CA Young,J Little,MJ Guptill,FH Allen,D Cleaver,GD Phillips,DJ Mitchell,JDS Neesham,MG Bracewell,MJ Santner,IS Sodhi,BM Tickner,JA Duffy,1303314
Q de Kock,RR Hendricks,HE van der Dussen,AK Markram,H Klaasen,T Stubbs,D Pretorius,WD Parnell,KA Maharaj,L Ngidi,T Shamsi,PR Stirling,A Balbirnie,L Tucker,HT Tector,GJ Delany,C Campher,GH Dockrell,MR Adair,AR McBrine,BJ McCarthy,J Little,1303315
